     0      0.0000    0.0000    0.0000
     1	    0.0000    0.0000    0.0000
     2	    0.0078    0.0000    0.0000
     3	    0.0157    0.0000    0.0000
     4	    0.0235    0.0000    0.0000
     5	    0.0314    0.0000    0.0000
     6	    0.0392    0.0000    0.0000
     7	    0.0471    0.0000    0.0000
     8	    0.0549    0.0000    0.0000
     9	    0.0627    0.0000    0.0000
    10	    0.0706    0.0000    0.0000
    11	    0.0784    0.0000    0.0000
    12	    0.0863    0.0000    0.0000
    13	    0.0941    0.0000    0.0000
    14	    0.1020    0.0000    0.0000
    15	    0.1098    0.0000    0.0000
    16	    0.1176    0.0000    0.0000
    17	    0.1255    0.0000    0.0000
    18	    0.1333    0.0000    0.0000
    19	    0.1412    0.0000    0.0000
    20	    0.1490    0.0000    0.0000
    21	    0.1569    0.0000    0.0000
    22	    0.1647    0.0000    0.0000
    23	    0.1725    0.0000    0.0000
    24	    0.1804    0.0000    0.0000
    25	    0.1882    0.0000    0.0000
    26	    0.1961    0.0000    0.0000
    27	    0.2039    0.0000    0.0000
    28	    0.2118    0.0000    0.0000
    29	    0.2196    0.0000    0.0000
    30	    0.2275    0.0000    0.0000
    31	    0.2353    0.0000    0.0000
    32	    0.2431    0.0000    0.0000
    33	    0.2510    0.0000    0.0000
    34	    0.2588    0.0000    0.0000
    35	    0.2667    0.0000    0.0000
    36	    0.2745    0.0000    0.0000
    37	    0.2824    0.0000    0.0000
    38	    0.2902    0.0000    0.0000
    39	    0.2980    0.0000    0.0000
    40	    0.3059    0.0000    0.0000
    41	    0.3137    0.0000    0.0000
    42	    0.3216    0.0000    0.0000
    43	    0.3294    0.0000    0.0000
    44	    0.3373    0.0000    0.0000
    45	    0.3451    0.0000    0.0000
    46	    0.3529    0.0000    0.0000
    47	    0.3608    0.0000    0.0000
    48	    0.3686    0.0000    0.0000
    49	    0.3765    0.0000    0.0000
    50	    0.3843    0.0000    0.0000
    51	    0.3922    0.0000    0.0000
    52	    0.4000    0.0000    0.0000
    53	    0.4078    0.0000    0.0000
    54	    0.4157    0.0000    0.0000
    55	    0.4235    0.0000    0.0000
    56	    0.4314    0.0000    0.0000
    57	    0.4392    0.0000    0.0000
    58	    0.4471    0.0000    0.0000
    59	    0.4549    0.0000    0.0000
    60	    0.4627    0.0000    0.0000
    61	    0.4706    0.0000    0.0000
    62	    0.4784    0.0000    0.0000
    63	    0.4863    0.0000    0.0000
    64	    0.4941    0.0000    0.0000
    65	    0.5020    0.0000    0.0000
    66	    0.5098    0.0098    0.0000
    67	    0.5176    0.0176    0.0000
    68	    0.5255    0.0255    0.0000
    69	    0.5333    0.0333    0.0000
    70	    0.5412    0.0412    0.0000
    71	    0.5490    0.0490    0.0000
    72	    0.5569    0.0569    0.0000
    73	    0.5647    0.0647    0.0000
    74	    0.5725    0.0725    0.0000
    75	    0.5804    0.0804    0.0000
    76	    0.5882    0.0882    0.0000
    77	    0.5961    0.0961    0.0000
    78	    0.6039    0.1039    0.0000
    79	    0.6118    0.1118    0.0000
    80	    0.6196    0.1196    0.0000
    81	    0.6275    0.1275    0.0000
    82	    0.6353    0.1353    0.0000
    83	    0.6431    0.1431    0.0000
    84	    0.6510    0.1510    0.0000
    85	    0.6588    0.1588    0.0000
    86	    0.6667    0.1667    0.0000
    87	    0.6745    0.1745    0.0000
    88	    0.6824    0.1824    0.0000
    89	    0.6902    0.1902    0.0000
    90	    0.6980    0.1980    0.0000
    91	    0.7059    0.2059    0.0000
    92	    0.7137    0.2137    0.0000
    93	    0.7216    0.2216    0.0000
    94	    0.7294    0.2294    0.0000
    95	    0.7373    0.2373    0.0000
    96	    0.7451    0.2451    0.0000
    97	    0.7529    0.2529    0.0000
    98	    0.7608    0.2608    0.0000
    99	    0.7686    0.2686    0.0000
   100	    0.7765    0.2765    0.0000
   101	    0.7843    0.2843    0.0000
   102	    0.7922    0.2922    0.0000
   103	    0.8000    0.3000    0.0000
   104	    0.8078    0.3078    0.0000
   105	    0.8157    0.3157    0.0000
   106	    0.8235    0.3235    0.0000
   107	    0.8314    0.3314    0.0000
   108	    0.8392    0.3392    0.0000
   109	    0.8471    0.3471    0.0000
   110	    0.8549    0.3549    0.0000
   111	    0.8627    0.3627    0.0000
   112	    0.8706    0.3706    0.0000
   113	    0.8784    0.3784    0.0000
   114	    0.8863    0.3863    0.0000
   115	    0.8941    0.3941    0.0000
   116	    0.9020    0.4020    0.0000
   117	    0.9098    0.4098    0.0000
   118	    0.9176    0.4176    0.0000
   119	    0.9255    0.4255    0.0000
   120	    0.9333    0.4333    0.0000
   121	    0.9412    0.4412    0.0000
   122	    0.9490    0.4490    0.0000
   123	    0.9569    0.4569    0.0000
   124	    0.9647    0.4647    0.0000
   125	    0.9725    0.4725    0.0000
   126	    0.9804    0.4804    0.0000
   127	    0.9882    0.4882    0.0000
   128	    0.9961    0.4961    0.0000
   129	    1.0000    0.5039    0.0000
   130	    1.0000    0.5118    0.0118
   131	    1.0000    0.5196    0.0196
   132	    1.0000    0.5275    0.0275
   133	    1.0000    0.5353    0.0353
   134	    1.0000    0.5431    0.0431
   135	    1.0000    0.5510    0.0510
   136	    1.0000    0.5588    0.0588
   137	    1.0000    0.5667    0.0667
   138	    1.0000    0.5745    0.0745
   139	    1.0000    0.5824    0.0824
   140	    1.0000    0.5902    0.0902
   141	    1.0000    0.5980    0.0980
   142	    1.0000    0.6059    0.1059
   143	    1.0000    0.6137    0.1137
   144	    1.0000    0.6216    0.1216
   145	    1.0000    0.6294    0.1294
   146	    1.0000    0.6373    0.1373
   147	    1.0000    0.6451    0.1451
   148	    1.0000    0.6529    0.1529
   149	    1.0000    0.6608    0.1608
   150	    1.0000    0.6686    0.1686
   151	    1.0000    0.6765    0.1765
   152	    1.0000    0.6843    0.1843
   153	    1.0000    0.6922    0.1922
   154	    1.0000    0.7000    0.2000
   155	    1.0000    0.7078    0.2078
   156	    1.0000    0.7157    0.2157
   157	    1.0000    0.7235    0.2235
   158	    1.0000    0.7314    0.2314
   159	    1.0000    0.7392    0.2392
   160	    1.0000    0.7471    0.2471
   161	    1.0000    0.7549    0.2549
   162	    1.0000    0.7627    0.2627
   163	    1.0000    0.7706    0.2706
   164	    1.0000    0.7784    0.2784
   165	    1.0000    0.7863    0.2863
   166	    1.0000    0.7941    0.2941
   167	    1.0000    0.8020    0.3020
   168	    1.0000    0.8098    0.3098
   169	    1.0000    0.8176    0.3176
   170	    1.0000    0.8255    0.3255
   171	    1.0000    0.8333    0.3333
   172	    1.0000    0.8412    0.3412
   173	    1.0000    0.8490    0.3490
   174	    1.0000    0.8569    0.3569
   175	    1.0000    0.8647    0.3647
   176	    1.0000    0.8725    0.3725
   177	    1.0000    0.8804    0.3804
   178	    1.0000    0.8882    0.3882
   179	    1.0000    0.8961    0.3961
   180	    1.0000    0.9039    0.4039
   181	    1.0000    0.9118    0.4118
   182	    1.0000    0.9196    0.4196
   183	    1.0000    0.9275    0.4275
   184	    1.0000    0.9353    0.4353
   185	    1.0000    0.9431    0.4431
   186	    1.0000    0.9510    0.4510
   187	    1.0000    0.9588    0.4588
   188	    1.0000    0.9667    0.4667
   189	    1.0000    0.9745    0.4745
   190	    1.0000    0.9824    0.4824
   191	    1.0000    0.9902    0.4902
   192	    1.0000    0.9980    0.4980
   193	    1.0000    1.0000    0.5059
   194	    1.0000    1.0000    0.5137
   195	    1.0000    1.0000    0.5216
   196	    1.0000    1.0000    0.5294
   197	    1.0000    1.0000    0.5373
   198	    1.0000    1.0000    0.5451
   199	    1.0000    1.0000    0.5529
   200	    1.0000    1.0000    0.5608
   201	    1.0000    1.0000    0.5686
   202	    1.0000    1.0000    0.5765
   203	    1.0000    1.0000    0.5843
   204	    1.0000    1.0000    0.5922
   205	    1.0000    1.0000    0.6000
   206	    1.0000    1.0000    0.6078
   207	    1.0000    1.0000    0.6157
   208	    1.0000    1.0000    0.6235
   209	    1.0000    1.0000    0.6314
   210	    1.0000    1.0000    0.6392
   211	    1.0000    1.0000    0.6471
   212	    1.0000    1.0000    0.6549
   213	    1.0000    1.0000    0.6627
   214	    1.0000    1.0000    0.6706
   215	    1.0000    1.0000    0.6784
   216	    1.0000    1.0000    0.6863
   217	    1.0000    1.0000    0.6941
   218	    1.0000    1.0000    0.7020
   219	    1.0000    1.0000    0.7098
   220	    1.0000    1.0000    0.7176
   221	    1.0000    1.0000    0.7255
   222	    1.0000    1.0000    0.7333
   223	    1.0000    1.0000    0.7412
   224	    1.0000    1.0000    0.7490
   225	    1.0000    1.0000    0.7569
   226	    1.0000    1.0000    0.7647
   227	    1.0000    1.0000    0.7725
   228	    1.0000    1.0000    0.7804
   229	    1.0000    1.0000    0.7882
   230	    1.0000    1.0000    0.7961
   231	    1.0000    1.0000    0.8039
