     0      0.0000    0.0000    0.0000
     1	    0.0902    0.0902    0.2558
     2	    0.1176    0.1176    0.2694
     3	    0.1412    0.1412    0.2820
     4	    0.1569    0.1569    0.2938
     5	    0.1725    0.1725    0.3049
     6	    0.1843    0.1843    0.3154
     7	    0.1961    0.1961    0.3254
     8	    0.2039    0.2039    0.3349
     9	    0.2157    0.2157    0.3440
    10	    0.2235    0.2235    0.3528
    11	    0.2314    0.2314    0.3612
    12	    0.2392    0.2392    0.3693
    13	    0.2471    0.2471    0.3772
    14	    0.2549    0.2549    0.3848
    15	    0.2588    0.2588    0.3921
    16	    0.2667    0.2667    0.3992
    17	    0.2706    0.2706    0.4061
    18	    0.2784    0.2784    0.4129
    19	    0.2824    0.2824    0.4194
    20	    0.2902    0.2902    0.4258
    21	    0.2941    0.2941    0.4319
    22	    0.2980    0.2980    0.4380
    23	    0.3059    0.3059    0.4439
    24	    0.3098    0.3098    0.4496
    25	    0.3137    0.3137    0.4553
    26	    0.3176    0.3176    0.4608
    27	    0.3216    0.3216    0.4661
    28	    0.3294    0.3294    0.4714
    29	    0.3333    0.3333    0.4765
    30	    0.3373    0.3373    0.4815
    31	    0.3412    0.3412    0.4865
    32	    0.3451    0.3451    0.4913
    33	    0.3490    0.3490    0.4960
    34	    0.3529    0.3529    0.5006
    35	    0.3569    0.3569    0.5052
    36	    0.3608    0.3608    0.5096
    37	    0.3647    0.3647    0.5140
    38	    0.3686    0.3686    0.5183
    39	    0.3725    0.3725    0.5225
    40	    0.3765    0.3765    0.5266
    41	    0.3804    0.3804    0.5306
    42	    0.3843    0.3843    0.5346
    43	    0.3843    0.3843    0.5385
    44	    0.3882    0.3882    0.5423
    45	    0.3922    0.3922    0.5460
    46	    0.3961    0.3961    0.5497
    47	    0.4000    0.4000    0.5533
    48	    0.4039    0.4039    0.5569
    49	    0.4078    0.4078    0.5603
    50	    0.4118    0.4118    0.5638
    51	    0.4118    0.4118    0.5671
    52	    0.4157    0.4157    0.5704
    53	    0.4196    0.4196    0.5736
    54	    0.4235    0.4235    0.5768
    55	    0.4275    0.4275    0.5799
    56	    0.4314    0.4314    0.5829
    57	    0.4314    0.4314    0.5859
    58	    0.4353    0.4353    0.5889
    59	    0.4392    0.4392    0.5917
    60	    0.4431    0.4431    0.5946
    61	    0.4471    0.4471    0.5973
    62	    0.4471    0.4471    0.6001
    63	    0.4510    0.4510    0.6027
    64	    0.4549    0.4549    0.6053
    65	    0.4588    0.4588    0.6079
    66	    0.4627    0.4627    0.6104
    67	    0.4627    0.4627    0.6129
    68	    0.4667    0.4667    0.6153
    69	    0.4706    0.4706    0.6176
    70	    0.4745    0.4745    0.6199
